515.51+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i
0+1e-13i,512.32+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i
0+1e-13i,0+1e-13i,512.2+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i
0+1e-13i,0+1e-13i,0+1e-13i,503.07+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i
0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,502.39+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i
0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,489.12+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i
0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,486.07+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i
0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,471.56+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i
0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,464.43+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i
0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,451.7+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i,0+1e-13i
